,Unnamed: 0,has_null,age,age_o,importance_same_race,importance_same_religion,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_o,sincere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,interests_correlate,expected_happy_with_sd_people,expected_num_interested_in_me,like,guess_prob_liked,met,match,age_gap,age_gap_abs,same_race,same_race_point,attractive_p,sincere_partner_p,intelligence_p,funny_p,ambition_p,shared_interests_p,attractive_m,sincere_partner_m,intelligence_m,funny_m,ambition_m,shared_interests_m,gender_male,race_Asian/PacificIslander/Asian-American,race_Black/AfricanAmerican,race_European/Caucasian-American,race_Latino/HispanicAmerican,race_Other,race_o_Asian/PacificIslander/Asian-American,race_o_Black/AfricanAmerican,race_o_European/Caucasian-American,race_o_Latino/HispanicAmerican,race_o_Other
6472,6472,1,25.0,24.0,5.0,5.0,25.0,7.0,35.0,20.0,8.0,5.0,4.0,4.0,4.0,2.0,2.0,1.0,20.0,10.0,30.0,20.0,10.0,10.0,2.0,2.0,7.0,2.0,8.0,1.0,0.21,7.0,-99.0,2.0,2.0,0.0,0,-1.0,1.0,-1,-5.0,100.0,28.0,140.0,40.0,16.0,5.0,40.0,20.0,210.0,40.0,80.0,10.0,0,1,0,0,0,0,0,0,1,0,0
6473,6473,1,25.0,28.0,5.0,5.0,20.0,20.0,20.0,20.0,20.0,20.0,5.0,6.0,8.0,5.0,8.0,4.0,20.0,10.0,30.0,20.0,10.0,10.0,6.0,7.0,8.0,5.0,8.0,4.0,-0.28,7.0,-99.0,5.0,5.0,0.0,0,3.0,3.0,-1,-5.0,100.0,120.0,160.0,100.0,160.0,80.0,120.0,70.0,240.0,100.0,80.0,40.0,0,1,0,0,0,0,0,0,1,0,0
6474,6474,1,25.0,27.0,5.0,5.0,60.0,10.0,10.0,10.0,10.0,0.0,8.0,6.0,6.0,7.0,6.0,8.0,20.0,10.0,30.0,20.0,10.0,10.0,7.0,8.0,9.0,8.0,9.0,9.0,0.48,7.0,-99.0,8.0,8.0,0.0,1,2.0,2.0,1,5.0,480.0,60.0,60.0,70.0,60.0,0.0,140.0,80.0,270.0,160.0,90.0,90.0,0,1,0,0,0,0,1,0,0,0,0
6475,6475,1,25.0,27.0,5.0,5.0,55.0,10.0,15.0,15.0,5.0,0.0,6.0,9.0,9.0,7.0,7.0,5.0,20.0,10.0,30.0,20.0,10.0,10.0,7.0,6.0,8.0,7.0,8.0,-99.0,0.1,7.0,-99.0,7.0,6.0,0.0,0,2.0,2.0,-1,-5.0,330.0,90.0,135.0,105.0,35.0,0.0,140.0,60.0,240.0,140.0,80.0,-99.0,0,1,0,0,0,0,0,0,1,0,0
6476,6476,1,26.0,25.0,6.0,7.0,15.0,20.0,30.0,20.0,5.0,10.0,6.0,7.0,6.0,8.0,7.0,4.0,30.0,25.0,20.0,10.0,10.0,5.0,9.0,9.0,9.0,8.0,9.0,8.0,0.47,8.0,-99.0,9.0,9.0,0.0,1,1.0,1.0,-1,-6.0,90.0,140.0,180.0,160.0,35.0,40.0,270.0,225.0,180.0,80.0,90.0,40.0,1,0,0,1,0,0,0,0,0,1,0
6477,6477,1,26.0,29.0,6.0,7.0,20.0,20.0,20.0,10.0,10.0,20.0,6.0,7.0,7.0,6.0,8.0,6.0,30.0,25.0,20.0,10.0,10.0,5.0,8.0,9.0,8.0,8.0,8.0,9.0,0.71,8.0,-99.0,9.0,9.0,0.0,1,-3.0,3.0,1,6.0,120.0,140.0,140.0,60.0,80.0,120.0,240.0,225.0,160.0,80.0,80.0,45.0,1,0,0,1,0,0,0,0,1,0,0
6478,6478,1,26.0,25.0,6.0,7.0,15.0,25.0,20.0,15.0,10.0,15.0,7.0,8.0,8.0,7.0,8.0,6.0,30.0,25.0,20.0,10.0,10.0,5.0,8.0,9.0,9.0,8.0,8.0,7.0,0.44,8.0,-99.0,8.0,8.0,0.0,0,1.0,1.0,-1,-6.0,105.0,200.0,160.0,105.0,80.0,90.0,240.0,225.0,180.0,80.0,80.0,35.0,1,0,0,1,0,0,1,0,0,0,0
6479,6479,1,26.0,28.0,6.0,7.0,5.0,30.0,20.0,10.0,5.0,30.0,4.0,7.0,6.0,6.0,5.0,8.0,30.0,25.0,20.0,10.0,10.0,5.0,8.0,9.0,9.0,7.0,9.0,7.0,0.4,8.0,-99.0,7.0,8.0,0.0,1,-2.0,2.0,1,6.0,20.0,210.0,120.0,60.0,25.0,240.0,240.0,225.0,180.0,70.0,90.0,35.0,1,0,0,1,0,0,0,0,1,0,0
6480,6480,1,26.0,22.0,6.0,7.0,10.0,10.0,40.0,10.0,15.0,15.0,10.0,10.0,10.0,9.0,10.0,10.0,30.0,25.0,20.0,10.0,10.0,5.0,9.0,9.0,9.0,9.0,8.0,9.0,0.72,8.0,-99.0,9.0,8.0,0.0,1,4.0,4.0,1,6.0,100.0,100.0,400.0,90.0,150.0,150.0,270.0,225.0,180.0,90.0,80.0,45.0,1,0,0,1,0,0,0,0,1,0,0
6481,6481,1,26.0,25.0,6.0,7.0,20.0,10.0,30.0,20.0,10.0,10.0,6.0,9.0,8.0,8.0,9.0,1.0,30.0,25.0,20.0,10.0,10.0,5.0,9.0,8.0,8.0,7.0,-99.0,7.0,0.13,8.0,-99.0,7.0,7.0,0.0,0,1.0,1.0,-1,-6.0,120.0,90.0,240.0,160.0,90.0,10.0,270.0,200.0,160.0,70.0,-99.0,35.0,1,0,0,1,0,0,1,0,0,0,0
6482,6482,1,30.0,25.0,1.0,1.0,15.0,20.0,30.0,20.0,5.0,10.0,7.0,5.0,7.0,8.0,7.0,5.0,30.0,20.0,30.0,10.0,5.0,5.0,6.0,8.0,7.0,7.0,6.0,7.0,0.34,6.0,-99.0,7.0,7.0,0.0,1,5.0,5.0,-1,-1.0,105.0,100.0,210.0,160.0,35.0,50.0,180.0,160.0,210.0,70.0,30.0,35.0,1,0,0,1,0,0,0,0,0,1,0
6483,6483,1,30.0,29.0,1.0,1.0,20.0,20.0,20.0,10.0,10.0,20.0,6.0,8.0,7.0,4.0,8.0,5.0,30.0,20.0,30.0,10.0,5.0,5.0,6.0,9.0,6.0,6.0,6.0,4.0,0.58,6.0,-99.0,7.0,5.0,0.0,0,1.0,1.0,1,1.0,120.0,160.0,140.0,40.0,80.0,100.0,180.0,180.0,180.0,60.0,30.0,20.0,1,0,0,1,0,0,0,0,1,0,0
6484,6484,1,30.0,25.0,1.0,1.0,15.0,25.0,20.0,15.0,10.0,15.0,6.0,8.0,7.0,6.0,5.0,6.0,30.0,20.0,30.0,10.0,5.0,5.0,7.0,8.0,8.0,7.0,7.0,7.0,0.23,6.0,-99.0,8.0,7.0,0.0,0,5.0,5.0,-1,-1.0,90.0,200.0,140.0,90.0,50.0,90.0,210.0,160.0,240.0,70.0,35.0,35.0,1,0,0,1,0,0,1,0,0,0,0
6485,6485,1,30.0,28.0,1.0,1.0,5.0,30.0,20.0,10.0,5.0,30.0,6.0,6.0,6.0,5.0,8.0,3.0,30.0,20.0,30.0,10.0,5.0,5.0,7.0,8.0,8.0,6.0,7.0,6.0,0.33,6.0,-99.0,6.0,4.0,0.0,0,2.0,2.0,1,1.0,30.0,180.0,120.0,50.0,40.0,90.0,210.0,160.0,240.0,60.0,35.0,30.0,1,0,0,1,0,0,0,0,1,0,0
6486,6486,1,30.0,22.0,1.0,1.0,10.0,10.0,40.0,10.0,15.0,15.0,5.0,9.0,8.0,6.0,6.0,2.0,30.0,20.0,30.0,10.0,5.0,5.0,7.0,8.0,7.0,7.0,7.0,7.0,0.51,6.0,-99.0,8.0,6.0,0.0,0,8.0,8.0,1,1.0,50.0,90.0,320.0,60.0,90.0,30.0,210.0,160.0,210.0,70.0,35.0,35.0,1,0,0,1,0,0,0,0,1,0,0
6487,6487,1,30.0,25.0,1.0,1.0,20.0,10.0,30.0,20.0,10.0,10.0,7.0,8.0,9.0,6.0,9.0,-99.0,30.0,20.0,30.0,10.0,5.0,5.0,7.0,8.0,6.0,7.0,7.0,6.0,-0.19,6.0,-99.0,8.0,7.0,0.0,1,5.0,5.0,-1,-1.0,140.0,80.0,270.0,120.0,90.0,-99.0,210.0,160.0,180.0,70.0,35.0,30.0,1,0,0,1,0,0,1,0,0,0,0
6488,6488,1,24.0,25.0,4.0,4.0,15.0,20.0,30.0,20.0,5.0,10.0,6.0,7.0,8.0,7.0,6.0,6.0,17.0,16.0,17.0,17.0,17.0,16.0,9.0,8.0,7.0,8.0,9.0,8.0,-0.13,6.0,-99.0,8.0,7.0,0.0,1,-1.0,1.0,-1,-4.0,90.0,140.0,240.0,140.0,30.0,60.0,153.0,128.0,119.0,136.0,153.0,128.0,1,1,0,0,0,0,0,0,0,1,0
6489,6489,1,24.0,29.0,4.0,4.0,20.0,20.0,20.0,10.0,10.0,20.0,4.0,9.0,9.0,7.0,9.0,7.0,17.0,16.0,17.0,17.0,17.0,16.0,6.0,7.0,8.0,7.0,8.0,8.0,-0.55,6.0,-99.0,7.0,7.0,0.0,0,-5.0,5.0,-1,-4.0,80.0,180.0,180.0,70.0,90.0,140.0,102.0,112.0,136.0,119.0,136.0,128.0,1,1,0,0,0,0,0,0,1,0,0
6490,6490,1,24.0,25.0,4.0,4.0,15.0,25.0,20.0,15.0,10.0,15.0,7.0,8.0,7.0,5.0,5.0,5.0,17.0,16.0,17.0,17.0,17.0,16.0,7.0,7.0,8.0,8.0,8.0,7.0,-0.15,6.0,-99.0,8.0,6.0,0.0,0,-1.0,1.0,1,4.0,105.0,200.0,140.0,75.0,50.0,75.0,119.0,112.0,136.0,136.0,136.0,112.0,1,1,0,0,0,0,1,0,0,0,0
6491,6491,1,24.0,28.0,4.0,4.0,5.0,30.0,20.0,10.0,5.0,30.0,2.0,7.0,7.0,3.0,6.0,2.0,17.0,16.0,17.0,17.0,17.0,16.0,6.0,8.0,8.0,6.0,8.0,5.0,-0.3,6.0,-99.0,6.0,6.0,0.0,0,-4.0,4.0,-1,-4.0,10.0,210.0,140.0,30.0,30.0,60.0,102.0,128.0,136.0,102.0,136.0,80.0,1,1,0,0,0,0,0,0,1,0,0
6492,6492,1,24.0,22.0,4.0,4.0,10.0,10.0,40.0,10.0,15.0,15.0,8.0,9.0,9.0,8.0,9.0,7.0,17.0,16.0,17.0,17.0,17.0,16.0,7.0,7.0,7.0,8.0,8.0,7.0,-0.09,6.0,-99.0,7.0,6.0,0.0,1,2.0,2.0,-1,-4.0,80.0,90.0,360.0,80.0,135.0,105.0,119.0,112.0,119.0,136.0,136.0,112.0,1,1,0,0,0,0,0,0,1,0,0
6493,6493,1,24.0,25.0,4.0,4.0,20.0,10.0,30.0,20.0,10.0,10.0,4.0,8.0,7.0,6.0,6.0,-99.0,17.0,16.0,17.0,17.0,17.0,16.0,8.0,6.0,7.0,7.0,6.0,6.0,0.19,6.0,-99.0,8.0,6.0,0.0,0,-1.0,1.0,1,4.0,80.0,80.0,210.0,120.0,60.0,-99.0,136.0,96.0,119.0,119.0,102.0,96.0,1,1,0,0,0,0,1,0,0,0,0
6494,6494,1,28.0,25.0,3.0,7.0,15.0,20.0,30.0,20.0,5.0,10.0,3.0,5.0,7.0,4.0,8.0,2.0,16.0,25.0,20.0,12.0,12.0,15.0,5.0,8.0,9.0,8.0,7.0,6.0,0.42,6.0,-99.0,8.0,6.0,0.0,0,3.0,3.0,-1,-3.0,45.0,100.0,210.0,80.0,40.0,20.0,80.0,200.0,180.0,96.0,84.0,90.0,1,0,0,1,0,0,0,0,0,1,0
6495,6495,1,28.0,29.0,3.0,7.0,20.0,20.0,20.0,10.0,10.0,20.0,3.0,6.0,8.0,3.0,8.0,3.0,16.0,25.0,20.0,12.0,12.0,15.0,5.0,7.0,8.0,5.0,6.0,5.0,0.15,6.0,-99.0,5.0,5.0,0.0,0,-1.0,1.0,1,3.0,60.0,120.0,160.0,30.0,80.0,60.0,80.0,175.0,160.0,60.0,72.0,75.0,1,0,0,1,0,0,0,0,1,0,0
6496,6496,1,28.0,25.0,3.0,7.0,15.0,25.0,20.0,15.0,10.0,15.0,5.0,7.0,7.0,5.0,6.0,6.0,16.0,25.0,20.0,12.0,12.0,15.0,8.0,8.0,9.0,8.0,7.0,7.0,-0.09,6.0,-99.0,7.5,5.5,0.0,0,3.0,3.0,-1,-3.0,75.0,175.0,140.0,75.0,60.0,90.0,128.0,200.0,180.0,96.0,84.0,105.0,1,0,0,1,0,0,1,0,0,0,0
6497,6497,1,28.0,28.0,3.0,7.0,5.0,30.0,20.0,10.0,5.0,30.0,3.5,5.0,7.5,2.0,8.0,5.0,16.0,25.0,20.0,12.0,12.0,15.0,7.0,8.0,9.0,6.0,9.0,6.0,0.29,6.0,-99.0,5.0,3.0,0.0,0,0.0,0.0,1,3.0,17.5,150.0,150.0,20.0,40.0,150.0,112.0,200.0,180.0,72.0,108.0,90.0,1,0,0,1,0,0,0,0,1,0,0
6498,6498,1,28.0,22.0,3.0,7.0,10.0,10.0,40.0,10.0,15.0,15.0,4.0,8.0,7.0,6.0,8.0,5.0,16.0,25.0,20.0,12.0,12.0,15.0,7.0,7.0,8.0,6.0,7.0,5.0,0.15,6.0,-99.0,6.5,4.0,0.0,0,6.0,6.0,1,3.0,40.0,80.0,280.0,60.0,120.0,75.0,112.0,175.0,160.0,72.0,84.0,75.0,1,0,0,1,0,0,0,0,1,0,0
6499,6499,1,28.0,25.0,3.0,7.0,20.0,10.0,30.0,20.0,10.0,10.0,2.0,7.0,8.0,5.0,9.0,-99.0,16.0,25.0,20.0,12.0,12.0,15.0,8.0,8.0,8.0,7.0,7.0,6.0,-0.23,6.0,-99.0,7.0,6.0,-99.0,0,3.0,3.0,-1,-3.0,40.0,70.0,240.0,100.0,90.0,-99.0,128.0,200.0,160.0,84.0,84.0,90.0,1,0,0,1,0,0,1,0,0,0,0
6500,6500,1,24.0,25.0,4.0,7.0,15.0,20.0,30.0,20.0,5.0,10.0,5.0,4.0,7.0,7.0,7.0,4.0,25.0,7.0,35.0,20.0,8.0,5.0,8.0,6.0,5.0,8.0,5.0,8.0,0.55,7.0,-99.0,8.0,7.0,0.0,1,-1.0,1.0,-1,-4.0,75.0,80.0,210.0,140.0,35.0,40.0,200.0,42.0,175.0,160.0,40.0,40.0,1,0,0,1,0,0,0,0,0,1,0
6501,6501,1,24.0,29.0,4.0,7.0,20.0,20.0,20.0,10.0,10.0,20.0,3.0,3.0,4.0,3.0,8.0,2.0,25.0,7.0,35.0,20.0,8.0,5.0,3.0,8.0,5.0,4.0,2.0,7.0,0.42,7.0,-99.0,4.0,6.0,0.0,0,-5.0,5.0,1,4.0,60.0,60.0,80.0,30.0,80.0,40.0,75.0,56.0,175.0,80.0,16.0,35.0,1,0,0,1,0,0,0,0,1,0,0
6502,6502,1,24.0,25.0,4.0,7.0,15.0,25.0,20.0,15.0,10.0,15.0,4.0,6.0,6.0,7.0,5.0,4.0,25.0,7.0,35.0,20.0,8.0,5.0,4.0,7.0,6.0,5.0,5.0,3.0,0.27,7.0,-99.0,6.0,4.0,0.0,0,-1.0,1.0,-1,-4.0,60.0,150.0,120.0,105.0,50.0,60.0,100.0,49.0,210.0,100.0,40.0,15.0,1,0,0,1,0,0,1,0,0,0,0
6503,6503,1,24.0,28.0,4.0,7.0,5.0,30.0,20.0,10.0,5.0,30.0,1.0,3.0,7.0,1.0,9.0,2.0,25.0,7.0,35.0,20.0,8.0,5.0,6.0,7.0,6.0,6.0,4.0,8.0,0.58,7.0,-99.0,6.0,4.0,0.0,0,-4.0,4.0,1,4.0,5.0,90.0,140.0,10.0,45.0,60.0,150.0,49.0,210.0,120.0,32.0,40.0,1,0,0,1,0,0,0,0,1,0,0
6504,6504,1,24.0,22.0,4.0,7.0,10.0,10.0,40.0,10.0,15.0,15.0,6.0,7.0,9.0,9.0,10.0,8.0,25.0,7.0,35.0,20.0,8.0,5.0,9.0,8.0,8.0,9.0,6.0,5.0,0.34,7.0,-99.0,8.0,9.0,0.0,0,2.0,2.0,1,4.0,60.0,70.0,360.0,90.0,150.0,120.0,225.0,56.0,280.0,180.0,48.0,25.0,1,0,0,1,0,0,0,0,1,0,0
6505,6505,1,24.0,25.0,4.0,7.0,20.0,10.0,30.0,20.0,10.0,10.0,2.0,2.0,7.0,2.0,8.0,1.0,25.0,7.0,35.0,20.0,8.0,5.0,4.0,4.0,4.0,2.0,2.0,1.0,0.21,7.0,-99.0,3.0,2.0,0.0,0,-1.0,1.0,-1,-4.0,40.0,20.0,210.0,40.0,80.0,10.0,100.0,28.0,140.0,40.0,16.0,5.0,1,0,0,1,0,0,1,0,0,0,0
6506,6506,1,28.0,25.0,1.0,1.0,15.0,20.0,30.0,20.0,5.0,10.0,5.0,6.0,6.0,5.0,6.0,4.0,20.0,20.0,20.0,20.0,20.0,20.0,5.0,7.0,8.0,6.0,8.0,5.0,0.51,6.0,-99.0,6.0,6.0,0.0,0,3.0,3.0,-1,-1.0,75.0,120.0,180.0,100.0,30.0,40.0,100.0,140.0,160.0,120.0,160.0,100.0,1,0,0,1,0,0,0,0,0,1,0
6507,6507,1,28.0,29.0,1.0,1.0,20.0,20.0,20.0,10.0,10.0,20.0,4.0,9.0,7.0,4.0,8.0,4.0,20.0,20.0,20.0,20.0,20.0,20.0,4.0,8.0,8.0,5.0,7.0,4.0,0.67,6.0,-99.0,6.0,5.0,0.0,0,-1.0,1.0,1,1.0,80.0,180.0,140.0,40.0,80.0,80.0,80.0,160.0,160.0,100.0,140.0,80.0,1,0,0,1,0,0,0,0,1,0,0
6508,6508,1,28.0,25.0,1.0,1.0,15.0,25.0,20.0,15.0,10.0,15.0,4.0,7.0,6.0,4.0,5.0,4.0,20.0,20.0,20.0,20.0,20.0,20.0,6.0,8.0,9.0,7.0,8.0,6.0,0.12,6.0,-99.0,8.0,7.0,0.0,0,3.0,3.0,-1,-1.0,60.0,175.0,120.0,60.0,50.0,60.0,120.0,160.0,180.0,140.0,160.0,120.0,1,0,0,1,0,0,1,0,0,0,0
6509,6509,1,28.0,28.0,1.0,1.0,5.0,30.0,20.0,10.0,5.0,30.0,8.0,8.0,8.0,5.0,5.0,5.0,20.0,20.0,20.0,20.0,20.0,20.0,6.0,10.0,9.0,8.0,8.0,9.0,0.2,6.0,-99.0,8.0,8.0,0.0,0,0.0,0.0,1,1.0,40.0,240.0,160.0,50.0,25.0,150.0,120.0,200.0,180.0,160.0,160.0,180.0,1,0,0,1,0,0,0,0,1,0,0
6510,6510,1,28.0,22.0,1.0,1.0,10.0,10.0,40.0,10.0,15.0,15.0,7.0,7.0,7.0,6.0,6.0,7.0,20.0,20.0,20.0,20.0,20.0,20.0,6.0,6.0,9.0,7.0,9.0,7.0,0.37,6.0,-99.0,7.0,7.0,0.0,0,6.0,6.0,1,1.0,70.0,70.0,280.0,60.0,90.0,105.0,120.0,120.0,180.0,140.0,180.0,140.0,1,0,0,1,0,0,0,0,1,0,0
6511,6511,1,28.0,25.0,1.0,1.0,20.0,10.0,30.0,20.0,10.0,10.0,6.0,7.0,8.0,5.0,8.0,4.0,20.0,20.0,20.0,20.0,20.0,20.0,5.0,6.0,8.0,5.0,8.0,4.0,-0.28,6.0,-99.0,5.0,4.0,0.0,0,3.0,3.0,-1,-1.0,120.0,70.0,240.0,100.0,80.0,40.0,100.0,120.0,160.0,100.0,160.0,80.0,1,0,0,1,0,0,1,0,0,0,0
6512,6512,1,27.0,25.0,8.0,8.0,15.0,20.0,30.0,20.0,5.0,10.0,5.0,7.0,8.0,7.0,8.0,6.0,60.0,10.0,10.0,10.0,10.0,0.0,8.0,7.0,8.0,7.0,7.0,-99.0,0.41,8.0,-99.0,7.0,5.0,0.0,1,2.0,2.0,-1,-8.0,75.0,140.0,240.0,140.0,40.0,60.0,480.0,70.0,80.0,70.0,70.0,-99.0,1,1,0,0,0,0,0,0,0,1,0
6513,6513,1,27.0,29.0,8.0,8.0,20.0,20.0,20.0,10.0,10.0,20.0,7.0,8.0,8.0,5.0,8.0,7.0,60.0,10.0,10.0,10.0,10.0,0.0,5.0,7.0,7.0,6.0,7.0,-99.0,0.35,8.0,-99.0,5.0,7.0,0.0,0,-2.0,2.0,-1,-8.0,140.0,160.0,160.0,50.0,80.0,140.0,300.0,70.0,70.0,60.0,70.0,-99.0,1,1,0,0,0,0,0,0,1,0,0
6514,6514,1,27.0,25.0,8.0,8.0,15.0,25.0,20.0,15.0,10.0,15.0,6.0,8.0,9.0,7.0,9.0,6.0,60.0,10.0,10.0,10.0,10.0,0.0,7.0,7.0,7.0,6.0,-99.0,-99.0,0.58,8.0,-99.0,7.0,6.0,0.0,0,2.0,2.0,1,8.0,90.0,200.0,180.0,105.0,90.0,90.0,420.0,70.0,70.0,60.0,-99.0,-99.0,1,1,0,0,0,0,1,0,0,0,0
6515,6515,1,27.0,28.0,8.0,8.0,5.0,30.0,20.0,10.0,5.0,30.0,5.0,7.0,8.0,6.0,9.0,7.0,60.0,10.0,10.0,10.0,10.0,0.0,4.0,8.0,8.0,5.0,7.0,6.0,0.42,8.0,-99.0,4.0,5.0,0.0,0,-1.0,1.0,-1,-8.0,25.0,210.0,160.0,60.0,45.0,210.0,240.0,80.0,80.0,50.0,70.0,0.0,1,1,0,0,0,0,0,0,1,0,0
6516,6516,1,27.0,22.0,8.0,8.0,10.0,10.0,40.0,10.0,15.0,15.0,6.0,7.0,8.0,8.0,9.0,5.0,60.0,10.0,10.0,10.0,10.0,0.0,8.0,7.0,6.0,7.0,5.0,7.0,0.63,8.0,-99.0,6.0,5.0,0.0,0,5.0,5.0,-1,-8.0,60.0,70.0,320.0,80.0,135.0,75.0,480.0,70.0,60.0,70.0,50.0,0.0,1,1,0,0,0,0,0,0,1,0,0
6517,6517,1,27.0,25.0,8.0,8.0,20.0,10.0,30.0,20.0,10.0,10.0,7.0,8.0,9.0,8.0,9.0,9.0,60.0,10.0,10.0,10.0,10.0,0.0,8.0,6.0,6.0,7.0,6.0,8.0,0.48,8.0,-99.0,6.0,5.0,0.0,1,2.0,2.0,1,8.0,140.0,80.0,270.0,160.0,90.0,90.0,480.0,60.0,60.0,70.0,60.0,0.0,1,1,0,0,0,0,1,0,0,0,0
6518,6518,1,27.0,25.0,1.0,1.0,15.0,20.0,30.0,20.0,5.0,10.0,7.0,7.0,6.0,8.0,7.0,5.0,55.0,10.0,15.0,15.0,5.0,0.0,8.0,8.0,8.0,9.0,9.0,6.0,0.52,7.0,-99.0,8.0,6.0,0.0,1,2.0,2.0,-1,-1.0,105.0,140.0,180.0,160.0,35.0,50.0,440.0,80.0,120.0,135.0,45.0,0.0,1,0,0,1,0,0,0,0,0,1,0
6519,6519,1,27.0,29.0,1.0,1.0,20.0,20.0,20.0,10.0,10.0,20.0,8.0,7.0,7.0,5.0,8.0,3.0,55.0,10.0,15.0,15.0,5.0,0.0,5.0,9.0,9.0,7.0,7.0,4.0,0.33,7.0,-99.0,6.0,6.0,0.0,0,-2.0,2.0,1,1.0,160.0,140.0,140.0,50.0,80.0,60.0,275.0,90.0,135.0,105.0,35.0,0.0,1,0,0,1,0,0,0,0,1,0,0
6520,6520,1,27.0,25.0,1.0,1.0,15.0,25.0,20.0,15.0,10.0,15.0,8.0,7.0,7.0,7.0,8.0,6.0,55.0,10.0,15.0,15.0,5.0,0.0,7.0,9.0,9.0,9.0,8.0,6.0,0.53,7.0,-99.0,8.0,6.0,0.0,0,2.0,2.0,-1,-1.0,120.0,175.0,140.0,105.0,80.0,90.0,385.0,90.0,135.0,135.0,40.0,0.0,1,0,0,1,0,0,1,0,0,0,0
6521,6521,1,27.0,28.0,1.0,1.0,5.0,30.0,20.0,10.0,5.0,30.0,4.0,7.0,6.0,3.0,9.0,3.0,55.0,10.0,15.0,15.0,5.0,0.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.48,7.0,-99.0,-99.0,-99.0,-99.0,0,-1.0,1.0,1,1.0,20.0,210.0,120.0,30.0,45.0,90.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,0,0,1,0,0,0,0,1,0,0
6522,6522,1,27.0,22.0,1.0,1.0,10.0,10.0,40.0,10.0,15.0,15.0,7.0,6.0,7.0,5.0,7.0,3.0,55.0,10.0,15.0,15.0,5.0,0.0,7.0,9.0,9.0,9.0,7.0,6.0,0.57,7.0,-99.0,7.0,7.0,0.0,0,5.0,5.0,1,1.0,70.0,60.0,280.0,50.0,105.0,45.0,385.0,90.0,135.0,135.0,35.0,0.0,1,0,0,1,0,0,0,0,1,0,0
6523,6523,1,27.0,25.0,1.0,1.0,20.0,10.0,30.0,20.0,10.0,10.0,7.0,6.0,8.0,7.0,8.0,-99.0,55.0,10.0,15.0,15.0,5.0,0.0,6.0,9.0,9.0,7.0,7.0,5.0,0.1,7.0,-99.0,6.0,6.0,0.0,0,2.0,2.0,-1,-1.0,140.0,60.0,240.0,140.0,80.0,-99.0,330.0,90.0,135.0,105.0,35.0,0.0,1,0,0,1,0,0,1,0,0,0,0
6524,6524,1,22.0,21.0,3.0,10.0,35.0,5.0,30.0,20.0,5.0,5.0,5.0,8.0,7.0,7.0,8.0,5.0,10.0,25.0,15.0,20.0,15.0,15.0,8.0,7.0,9.0,9.0,8.0,5.0,0.59,5.0,-99.0,7.0,2.0,0.0,0,-1.0,1.0,-1,-3.0,175.0,40.0,210.0,140.0,40.0,25.0,80.0,175.0,135.0,180.0,120.0,75.0,0,1,0,0,0,0,0,0,1,0,0
6525,6525,1,22.0,24.0,3.0,10.0,35.0,10.0,25.0,20.0,5.0,5.0,7.0,9.0,9.0,8.0,7.0,7.0,10.0,25.0,15.0,20.0,15.0,15.0,5.0,9.0,9.0,8.0,7.0,3.0,-0.41,5.0,-99.0,6.0,2.0,0.0,0,2.0,2.0,-1,-3.0,245.0,90.0,225.0,160.0,35.0,35.0,50.0,225.0,135.0,160.0,105.0,45.0,0,1,0,0,0,0,0,0,1,0,0
6526,6526,1,22.0,25.0,3.0,10.0,40.0,10.0,0.0,45.0,0.0,5.0,5.0,7.0,3.0,3.0,3.0,0.0,10.0,25.0,15.0,20.0,15.0,15.0,5.0,7.0,8.0,6.0,8.0,1.0,0.15,5.0,-99.0,4.0,1.0,0.0,0,3.0,3.0,-1,-3.0,200.0,70.0,0.0,135.0,0.0,0.0,50.0,175.0,120.0,120.0,120.0,15.0,0,1,0,0,0,0,0,0,1,0,0
6527,6527,1,22.0,27.0,3.0,10.0,30.0,25.0,10.0,20.0,0.0,15.0,6.0,7.0,7.0,7.0,6.0,4.0,10.0,25.0,15.0,20.0,15.0,15.0,5.0,8.0,8.0,7.0,8.0,2.0,0.38,5.0,-99.0,6.0,2.0,0.0,0,5.0,5.0,-1,-3.0,180.0,175.0,70.0,140.0,0.0,60.0,50.0,200.0,120.0,140.0,120.0,30.0,0,1,0,0,0,0,0,0,0,1,0
6528,6528,1,22.0,26.0,3.0,10.0,50.0,10.0,10.0,30.0,0.0,0.0,3.0,8.0,7.0,6.0,6.0,-99.0,10.0,25.0,15.0,20.0,15.0,15.0,7.0,6.0,8.0,7.0,8.0,2.0,0.33,5.0,-99.0,5.0,1.0,0.0,0,4.0,4.0,-1,-3.0,150.0,80.0,70.0,180.0,0.0,-99.0,70.0,150.0,120.0,140.0,120.0,30.0,0,1,0,0,0,0,0,0,1,0,0
